Country_Name,Year,Access_to_electricity_(%_of_population),"Adjusted_net_enrollment_rate,_primary_(%_of_primary_school_age_children)",Adjusted_net_national_income_(constant_2015_US$),Adjusted_net_national_income_per_capita_(annual_%_growth),Adjusted_net_national_income_per_capita_(constant_2015_US$),"Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_bottom_40%_of_population_(%)","Annualized_average_growth_rate_in_per_capita_real_survey_mean_consumption_or_income,_total_population_(%)",CPIA_social_protection_rating_(1=low_to_6=high),CPIA_trade_rating_(1=low_to_6=high),"Central_government_debt,_total_(%_of_GDP)","Children_out_of_school,_primary",Current_account_balance_(%_of_GDP),Current_health_expenditure_(%_of_GDP),"Current_health_expenditure_per_capita,_PPP_(current_international_$)","Employment_to_population_ratio,_15+,_total_(%)_(modeled_ILO_estimate)",Exports_of_goods_and_services_(%_of_GDP),Exports_of_goods_and_services_(annual_%_growth),Final_consumption_expenditure_(%_of_GDP),Final_consumption_expenditure_(annual_%_growth),"Foreign_direct_investment,_net_inflows_(%_of_GDP)","Foreign_direct_investment,_net_outflows_(%_of_GDP)",GDP_(constant_2015_US$),GDP_(constant_LCU),GDP_growth_(annual_%),GDP_per_capita_(constant_2015_US$),GDP_per_capita_(constant_LCU),GDP_per_capita_growth_(annual_%),"GDP_per_capita,_PPP_(constant_2017_international_$)",GDP_per_person_employed_(constant_2017_PPP_$),"GDP,_PPP_(constant_2017_international_$)",Gini_index,"Government_expenditure_on_education,_total_(%_of_GDP)","Government_expenditure_on_education,_total_(%_of_government_expenditure)",Gross_domestic_income_(constant_LCU),Gross_domestic_savings_(%_of_GDP),Gross_national_expenditure_(constant_2015_US$),Gross_savings_(%_of_GDP),"Hospital_beds_(per_1,000_people)",Human_capital_index_(HCI)_(scale_0-1),"Human_capital_index_(HCI),_lower_bound_(scale_0-1)","Human_capital_index_(HCI),_upper_bound_(scale_0-1)",Income_share_held_by_highest_10%,Income_share_held_by_highest_20%,Income_share_held_by_lowest_10%,Income_share_held_by_lowest_20%,Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$1.90_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(%_of_poverty_line),Increase_in_poverty_gap_at_$3.20_($_2011_PPP)_poverty_line_due_to_out-of-pocket_health_care_expenditure_(USD),"Inflation,_GDP_deflator_(annual_%)","Inflation,_GDP_deflator:_linked_series_(annual_%)","Inflation,_consumer_prices_(annual_%)","Labor_force,_total","Life_expectancy_at_birth,_total_(years)","Literacy_rate,_adult_total_(%_of_people_ages_15_and_above)","Literacy_rate,_youth_total_(%_of_people_ages_15-24)","Mortality_rate,_infant_(per_1,000_live_births)","Mortality_rate,_under-5_(per_1,000_live_births)",Net_acquisition_of_financial_assets_(current_LCU),Net_barter_terms_of_trade_index_(2000_=_100),"Net_financial_flows,_bilateral_(NFL,_current_US$)",Net_foreign_assets_(current_LCU),Net_investment_in_nonfinancial_assets_(current_LCU),Net_lending_(+)_/_net_borrowing_(-)_(current_LCU),"Net_trade_in_goods_(BoP,_current_US$)",Number_of_under-five_deaths,Ores_and_metals_exports_(%_of_merchandise_exports),"Population,_total",Poverty_gap_at_$2.15_a_day_(2017_PPP)_(%),Poverty_gap_at_$3.65_a_day_(2017_PPP)_(%),Poverty_gap_at_$6.85_a_day_(2017_PPP)_(%),Poverty_headcount_ratio_at_$2.15_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$3.65_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_$6.85_a_day_(2017_PPP)_(%_of_population),Poverty_headcount_ratio_at_national_poverty_lines_(%_of_population),Present_value_of_external_debt_(current_US$),Price_level_ratio_of_PPP_conversion_factor_(GDP)_to_market_exchange_rate,"Primary_completion_rate,_total_(%_of_relevant_age_group)",Public_private_partnerships_investment_in_ICT_(current_US$),Public_private_partnerships_investment_in_energy_(current_US$),Public_private_partnerships_investment_in_transport_(current_US$),Public_private_partnerships_investment_in_water_and_sanitation_(current_US$),Rail_lines_(total_route-km),"Railways,_goods_transported_(million_ton-km)","Railways,_passengers_carried_(million_passenger-km)",Real_interest_rate_(%),Renewable_electricity_output_(%_of_total_electricity_output),Renewable_energy_consumption_(%_of_total_final_energy_consumption),Renewable_internal_freshwater_resources_per_capita_(cubic_meters),Rural_land_area_(sq._km),Rural_population,Taxes_on_exports_(%_of_tax_revenue),Taxes_on_exports_(current_LCU),Taxes_on_international_trade_(%_of_revenue),Taxes_on_international_trade_(current_LCU),Trade_(%_of_GDP),Trade_in_services_(%_of_GDP),"Unemployment,_total_(%_of_total_labor_force)_(modeled_ILO_estimate)","Unemployment,_youth_total_(%_of_total_labor_force_ages_15-24)_(modeled_ILO_estimate)",Urban_population,Urban_population_(%_of_total_population),Urban_population_growth_(annual_%),"Vulnerable_employment,_total_(%_of_total_employment)_(modeled_ILO_estimate)","Wage_and_salaried_workers,_total_(%_of_total_employment)_(modeled_ILO_estimate)"
Cote d'Ivoire,2020,69.67912292,730253749908.386,60136807664.0,4.695708314,2242.924015,730253749908.386,730253749908.386,3.0,4.0,730253749908.386,148341.0,-3.218178432,730253749908.386,730253749908.386,62.36100006,21.56811822,-6.456905383,74.69501887,1.661695177,1.162074005,0.002165619,61046143153.0,36091200000000.0,1.978821183,2276.839523,1346094.165,-0.547616261,5098.559833,16468.8577,136702000000.0,730253749908.386,3.443020105,15.08218002,37042500000000.0,25.30498113,61974374544.0,21.15508727,730253749908.386,0.379889339,0.361500651,0.3975766,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,0.954258255,0.954258255,2.425006568,9943686.0,59.032,730253749908.386,730253749908.386,57.5,77.3,592120000000.0,157.8374684,457076357.8,3219900000000.0,730253749908.386,-2123890000000.0,2982160384.0,69249.0,1.432869104,26811790.0,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,0.425476153,81.43595886,730253749908.386,810240000.0,730253749908.386,192310000.0,639.0,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,730253749908.386,12948486.0,12.56277179,537180000000.0,22.800363,1045910000000.0,42.20452104,6.314814603,2.660000086,4.544000149,13863304.0,51.706,3.415901462,730253749908.386,730253749908.386
Djibouti,1999,56.34516907,26.86259,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,85856.0,12.96488921,235969024005.94077,235969024005.94077,25.56100082,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,0.599332233,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,7.629479885,22.89607048,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,155131.0,56.427,235969024005.94077,235969024005.94077,81.1,102.7,235969024005.94077,235969024005.94077,-3270089.7,33429853926.0,235969024005.94077,235969024005.94077,-166249345.9,2362.0,235969024005.94077,719371.0,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,23.43959045,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,781.0,116.0,150.0,235969024005.94077,0.0,32.6810786,417.0309896,235969024005.94077,169160.0,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,235969024005.94077,44.40306615,28.75699997,55.85599899,550211.0,76.485,3.518206834,40.41999912,58.74000168
Djibouti,2000,56.37995148,27.03563,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,85747.0,6.041935257,2.93908072,70.82596588,25.45199966,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,0.596129446,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,9.659999847,29.38595009,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,1.75,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,160449.0,56.573,227044988038.0501,227044988038.0501,79.6,100.6,227044988038.0501,100.0,-4358812.7,29705830216.0,227044988038.0501,227044988038.0501,-174908986.6,2378.0,227044988038.0501,742033.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,26.6926899,227044988038.0501,227044988038.0501,50000000.0,227044988038.0501,781.0,118.0,145.0,227044988038.0501,0.0,31.44,404.2946877,21585.72613,174140.0,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,227044988038.0501,42.23230062,28.6779995,56.74599838,567893.0,76.532,3.163117967,40.87999964,58.27000046
Djibouti,2001,56.36514282,29.71355,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,81708.0,12.0278461,2.8072207,68.89014435,25.41799927,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,0.592742007,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,7.805429935,26.28001976,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,1.75,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,1.74665225,166178.0,56.903,246000157131.23685,246000157131.23685,78.0,98.4,246000157131.23685,100.6235636,-5240003.9,38145050066.0,246000157131.23685,246000157131.23685,-164032387.8,2387.0,246000157131.23685,765490.0,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,26.41596031,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,781.0,91.0,173.0,246000157131.23685,0.0,31.68,391.9058381,246000157131.23685,179293.0,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,246000157131.23685,43.36453339,28.52000046,57.37799835,586197.0,76.578,3.172288986,41.21000099,57.90999985
Djibouti,2002,49.70000076,31.34215,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,79398.0,11.82525691,3.58787632,90.61211395,25.34700012,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,0.580649337,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,40.0,8.447600365,25.48930931,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,1.75,248977398506.52744,248977398506.52744,248977398506.52744,30.8,46.5,2.3,6.0,0.221315399,0.420499265,0.483776629,1.548085213,248977398506.52744,248977398506.52744,0.637619554,171588.0,57.215,248977398506.52744,248977398506.52744,76.4,95.9,248977398506.52744,100.4607214,-606755.7,47077587763.0,248977398506.52744,248977398506.52744,-161438434.4,2388.0,248977398506.52744,789129.0,6.9,19.6,43.2,22.5,51.6,82.5,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,781.0,85.0,127.0,248977398506.52744,0.0,32.44,380.1659805,248977398506.52744,184467.0,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,248977398506.52744,42.95758023,28.35099983,58.16400146,604662.0,76.624,3.101371367,41.31999874,57.79999924
Djibouti,2003,56.31511688,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,12.70551712,3.97685766,103.7958984,25.23500061,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,2.286739804,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,8.889849663,24.2714901,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,1.61,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,1.981967346,174770.0,57.595,265220923241.27216,265220923241.27216,74.6,93.4,265220923241.27216,103.0427867,-4857553.4,60836880355.0,265220923241.27216,265220923241.27216,-200983564.1,2368.0,265220923241.27216,806411.0,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,781.0,97.0,82.0,265220923241.27216,0.0,32.88,372.0187349,265220923241.27216,188136.0,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,265220923241.27216,45.45528555,28.21899986,59.15999985,618275.0,76.67,2.226371807,41.34999895,57.79999924
Djibouti,2004,56.2845993,35.30679,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,74786.0,0.473072862,3.32442927,90.15970612,25.11599922,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,5.786694826,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,9.264670372,24.70113945,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,1.61,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,3.122262047,176357.0,57.759,283590575737.07385,283590575737.07385,72.9,91.0,283590575737.07385,100.8682987,-6791573.4,72233340910.0,283590575737.07385,283590575737.07385,-223378216.4,2309.0,283590575737.07385,818373.0,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,130000000.0,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,0.0,33.62,366.5810089,283590575737.07385,190550.0,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,283590575737.07385,43.53621964,28.09399986,60.2140007,627823.0,76.716,1.532493731,41.29999828,57.84000015
Djibouti,2005,56.25354767,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,3.0,4.0,284474032168.0155,73323.0,2.841057973,3.22467232,91.60031128,25.00600052,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,3.133262929,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,8.365889549,22.71504974,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,1.61,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,3.104966401,178300.0,58.316,284474032168.0155,284474032168.0155,71.1,88.5,284474032168.0155,102.299579,4290312.6,81952783522.0,284474032168.0155,284474032168.0155,-237816577.7,2224.0,284474032168.0155,830861.0,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,33.60456848,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,118.0,145.0,284474032168.0155,0.0,33.09,361.0712261,284474032168.0155,193084.0,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,284474032168.0155,46.87269234,27.94799995,61.21300125,637777.0,76.761,1.573041286,41.16999912,57.93999863
Djibouti,2006,55.5,39.88965,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,3.0,4.0,326819996006.28296,70269.0,-2.154487907,3.48426819,105.3679962,24.81399918,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,14.08394014,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,8.278779984,24.70796013,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,1.61,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,3.483406997,180817.0,58.715,326819996006.28296,326819996006.28296,69.4,86.1,326819996006.28296,104.6464729,4017557.2,93139024940.0,326819996006.28296,326819996006.28296,-280546474.5,2134.0,326819996006.28296,846947.0,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,38.25157166,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,0.0,33.01,354.2134278,326819996006.28296,196432.0,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,326819996006.28296,44.3148304,27.76799965,62.46699905,650515.0,76.807,1.977566441,40.88999844,58.25
Djibouti,2007,56.19970703,43.9415,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,3.0,4.0,346460978285.70044,64895.0,-20.2086361,3.41498637,109.8611374,24.61499977,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,23.03889364,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,8.40625,22.52743912,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,4.965976546,184112.0,59.024,346460978285.70044,346460978285.70044,67.6,83.7,346460978285.70044,102.3728886,4101867.8,95727455150.0,346460978285.70044,346460978285.70044,-415161967.4,2050.0,346460978285.70044,865196.0,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,396000000.0,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,0.0,32.52,346.7422411,346460978285.70044,200267.0,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,346460978285.70044,42.0112414,27.61899948,63.78699875,664929.0,76.853,2.191591117,40.51000071,58.63999939
Djibouti,2008,56.18227768,48.01862,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,3.0,4.0,363316823096.3012,49807.0,-22.5587851,3.19098687,109.2483902,24.4260006,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,22.78584382,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,11.95862069,187329.0,59.365,363316823096.3012,363316823096.3012,65.9,81.2,363316823096.3012,104.0336476,14138545.9,113126000000.0,363316823096.3012,363316823096.3012,-505320136.6,1970.0,363316823096.3012,882886.0,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,44.66270828,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,0.0,33.14,339.7947187,363316823096.3012,203955.0,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,363316823096.3012,42.6774873,27.45499992,65.08999634,678931.0,76.899,2.083923433,40.05999923,59.13000107
Djibouti,2009,56.17478943,47.98952,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,3.0,4.0,363149656508.3515,49230.0,-6.7771884,3.21451879,111.1248245,24.20999908,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,9.232551529,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,1.675495873,190717.0,59.673,363149656508.3515,363149656508.3515,64.2,78.9,363149656508.3515,104.0224844,14886313.4,126375000000.0,363149656508.3515,363149656508.3515,-373343611.6,1895.0,0.318660143,901103.0,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,0.0,34.0,332.9253149,363149656508.3515,207758.0,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,363149656508.3515,42.85783244,27.40200043,66.6269989,693345.0,76.944,2.100820844,39.78999853,59.40999985
Djibouti,2010,56.17995071,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,3.5,4.0,371277180067.8873,371277180067.8873,4.473571379,3.06150365,109.8675766,24.06800079,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,3.234153297,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,4.49022007,12.32839966,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,1.42,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,3.950078759,194134.0,60.259,371277180067.8873,371277180067.8873,62.5,76.5,371277180067.8873,103.3245733,7476273.3,136148000000.0,371277180067.8873,371277180067.8873,-288755971.4,1828.0,371277180067.8873,919199.0,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,0.0,32.54,326.3711122,371277180067.8873,211425.0,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,371277180067.8873,40.30451994,27.19400024,67.79599762,707774.0,76.999,2.059712289,39.38999891,59.75999832
Djibouti,2011,56.20046997,58.5606,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,3.5,4.0,402140339062.7856,37863.0,-13.86782429,3.3765645,130.6305389,24.02799988,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,6.375384839,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,1.42,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,5.068713948,198220.0,60.433,402140339062.7856,402140339062.7856,60.8,74.3,402140339062.7856,104.6120688,9161984.4,124148000000.0,402140339062.7856,402140339062.7856,-417879710.3,1766.0,402140339062.7856,936811.0,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,0.526509659,50.78261948,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,0.0,33.93,320.2353516,402140339062.7856,214867.0,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,402140339062.7856,39.60594309,26.97100067,68.58999634,721944.0,77.064,1.982273986,38.72999978,60.40999985
